,text
706,"RT user266  My Calling Bull (with R) talk will be TODAY (Thursday), 6:00 p.m.-6:50 p.m at the SIGMAA on Quantitative Literacy (SIGM…"
707,RT user266  user91 user250 user130 user308 user36 user102 user172 user230 Thanks! 1) A…
708,"RT user216  “We need to shape Math in the way we want it to be!” - user242 

#JMM2020 #DisruptJMM"
709,"RT user254  ""We need to stop feeling bad about promoting ourselves and our work."" - Pamela Harris #DisruptJMM"
710,RT user250  user130 user266 user308 user36 user102 user172 user230 I think maybe there coul…
711,"RT user172  Emerald Stacy starts with a land acknowledgment and the fact that 8 out of 11,270 math &amp; stats PhD’s were awarded to pe…"
712,RT user216  .user242 is challenging our audience: Reach out to the closest institution to you today and ask if you can go there a…
713,"RT user360  user112  you were quoted many times this morning at user13 s amazing talk on difference, humanity and belonging in…"
714,"RT user172  #JMM2020 #DisruptJMM 
Adriana Salerno user250 starts her talk by encouraging people to help diversify the pool of…"
715,RT user78  #DisruptJMM #JMM https://t.co/uUyz4QYdZf
716,"RT user360  user112  you were quoted many times this morning at user13 s amazing talk on difference, humanity and belonging in…"
717,RT user216  .user242 is challenging our audience: Reach out to the closest institution to you today and ask if you can go there a…
718,"RT user216  “We need to shape Math in the way we want it to be!” - user242 

#JMM2020 #DisruptJMM"
719,"RT user254  ""We need to stop feeling bad about promoting ourselves and our work."" - Pamela Harris #DisruptJMM"
720,RT user153  Anyone at user10 working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…
721,RT user36  user165 user250 user130 user266 user308 user102 user172 user230 #Disrupt…
722,"RT user172  #JMM2020 #DisruptJMM 
Adriana Salerno user250 starts her talk by encouraging people to help diversify the pool of…"
723,"RT user172  Emerald Stacy starts with a land acknowledgment and the fact that 8 out of 11,270 math &amp; stats PhD’s were awarded to pe…"
724,"RT user172  #JMM2020 #DisruptJMM 
Adriana Salerno user250 starts her talk by encouraging people to help diversify the pool of…"
725,"RT user222  If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM"
726,RT user130  I am mostly attending invited addresses for the JMM2020 Blog (https://t.co/FxwkfEr7Hb). Anyone that has gone to some of…
727,RT user102  I’m sorry to miss more days of visiting and events at #DisruptJMM but I need to get back to meetings and family. Thank…
728,RT user36  user165 user250 user130 user266 user308 user102 user172 user230 #Disrupt…
729,"RT user222  If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM"
730,RT user36  user165 user250 user130 user266 user308 user102 user172 user230 #Disrupt…
731,"RT user250  Anyone feel like looking through the list of invited talks at #JMM2020 and see the # of nonmen, lgbtq, and poc giving the…"
732,RT user308  I’m about to #DisruptJMM in a very small way at the beginning of my talk and I’m so nervous. I’m mildly nauseous and sweating...…
733,RT user76  An important #JEDI event at #JMM2020. #DisruptJMM https://t.co/DosVE4qiwh
734,"RT user172  #JMM2020 #DisruptJMM 
Adriana Salerno user250 starts her talk by encouraging people to help diversify the pool of…"
735,"RT user266  ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…"
736,RT user36  For #DisruptJMM user308 showed user119 s tweet and reminded us that our words matter and if the idea of freedom of expressi…
737,"RT user222  If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM"
738,RT user36  For #DisruptJMM user308 showed user119 s tweet and reminded us that our words matter and if the idea of freedom of expressi…
739,"RT user266  ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…"
740,"RT user172  Emerald Stacy starts with a land acknowledgment and the fact that 8 out of 11,270 math &amp; stats PhD’s were awarded to pe…"
741,"RT user266  ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…"
742,RT user36  For #DisruptJMM user308 showed user119 s tweet and reminded us that our words matter and if the idea of freedom of expressi…
743,RT user130  I am mostly attending invited addresses for the JMM2020 Blog (https://t.co/FxwkfEr7Hb). Anyone that has gone to some of…
744,RT user130  I am mostly attending invited addresses for the JMM2020 Blog (https://t.co/FxwkfEr7Hb). Anyone that has gone to some of…
745,"RT user250  Anyone feel like looking through the list of invited talks at #JMM2020 and see the # of nonmen, lgbtq, and poc giving the…"
746,"RT user250  Anyone feel like looking through the list of invited talks at #JMM2020 and see the # of nonmen, lgbtq, and poc giving the…"
747,"RT user266  ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…"
748,RT user153  Anyone at user10 working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…
749,"RT user250  So, why do we care about diversity and inclusion? user102 invites us to answer these questions. #JMM2020 #disrupt…"
750,"RT user266  ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…"
751,"RT user266  ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…"
752,"RT user266  ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…"
753,RT user75  Well this is going to be a great talk. #DisruptJMM user10 #JMM2020 https://t.co/ATiiuc3VoG
754,"RT user75  Figured out user82 s Twitter handle, belatedly. This feels like a really important theoretical contribution. #DisruptJMM…"
755,"RT user5  And then I said that we likely wanted to do something to make our part of the world better and brought up this slide:
#D…"
756,RT user302  .user144 with a great #disruptJMM slide about how the principles used in studying complex systems can be extrapolate…
757,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
758,RT user184  user36 s #DisruptJMM coming through for #JMM2021 🔥🔥🔥 https://t.co/a6FlKo1hLi
759,RT user141  #DisruptJMM @ the AMS Special Session Women of Color in Topology and Algebra. https://t.co/busSyRPqaP
760,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/f5Yiq0FE4Q https…
761,RT user128  user78 Thanks for this. You inspired me to do the same. I spoke up against the statement at the beginning of my talk…
762,RT user100  #disruptJMM #JMM2021 #disruptmath #Arising Order From Disordered System through interactions https://t.co/u4rL506zmf
763,RT user302  .user144 with a great #disruptJMM slide about how the principles used in studying complex systems can be extrapolate…
764,RT user302  .user144 with a great #disruptJMM slide about how the principles used in studying complex systems can be extrapolate…
765,RT user302  .user144 with a great #disruptJMM slide about how the principles used in studying complex systems can be extrapolate…
766,RT user302  .user144 with a great #disruptJMM slide about how the principles used in studying complex systems can be extrapolate…
767,RT user302  .user144 with a great #disruptJMM slide about how the principles used in studying complex systems can be extrapolate…
768,"RT user172  ""Every professional decision we make is an opportunity to promote equity."" user151 gave a great talk, and started…"
769,RT user266  THIS IS ALL THE THINGS.  #JMM2021 #disruptmath #disruptJMM https://t.co/TJWb3SLLXS
770,RT user266  THIS IS ALL THE THINGS.  #JMM2021 #disruptmath #disruptJMM
771,"RT user94  Halfway through his Haimo presentation, user217 restarted with a #disruptJMM version, with a new introduction acknowledging hi…"
772,RT user69  Haimo presentation part 2: user217 uses his privilege to #disruptJMM user235 #JMM2021. https://t.co/j985lyeY0G
773,"RT user331  ""Those with less power see situations more clearly."" Great line by user217 #disruptJMM"
774,"RT user331  ""Those with less power see situations more clearly."" Great line by user217 #disruptJMM"
775,RT user69  Haimo presentation part 2: user217 uses his privilege to #disruptJMM user235 #JMM2021. https://t.co/j985lyeY0G
776,RT user69  Haimo presentation part 2: user217 uses his privilege to #disruptJMM user235 #JMM2021. https://t.co/j985lyeY0G
777,"RT user94  Halfway through his Haimo presentation, user217 restarted with a #disruptJMM version, with a new introduction acknowledging hi…"
778,RT user69  Haimo presentation part 2: user217 uses his privilege to #disruptJMM user235 #JMM2021. https://t.co/j985lyeY0G
779,"RT user331  ""Those with less power see situations more clearly."" Great line by user217 #disruptJMM"
780,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
781,RT user331  I gave a talk on Wednesday at user197 and started with the slide in the first photo and read the test from the 2nd photo.…
782,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
783,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/f5Yiq0FE4Q https…
784,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
785,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
786,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
787,"RT user184  #DisruptJMM, using every colour. Also this is the first time I used notability for a talk! https://t.co/HXwZwAzQvu"
788,"RT user184  #DisruptJMM, using every colour. Also this is the first time I used notability for a talk! https://t.co/HXwZwAzQvu"
789,RT user184  user36 s #DisruptJMM coming through for #JMM2021 🔥🔥🔥
790,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
791,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
792,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
793,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
794,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
795,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
796,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
797,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
798,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
799,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
800,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
801,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
802,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/f5Yiq0FE4Q https…
803,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
804,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/f5Yiq0FE4Q https…
805,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/f5Yiq0FE4Q https…
806,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/z6T5MqIAMH
807,RT user78  Just asking a fundamental mathematical question: when are two things the same? #disruptJMM https://t.co/f5Yiq0FE4Q https…
808,RT user184  user36 s #DisruptJMM coming through for #JMM2021 🔥🔥🔥 https://t.co/a6FlKo1hLi
809,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
810,RT user184  user36 s #DisruptJMM coming through for #JMM2021 🔥🔥🔥 https://t.co/a6FlKo1hLi
811,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
812,"RT user222  If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM"
813,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
814,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
815,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
816,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
817,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
818,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
819,"RT user261  I'm not at JMM so if you are there and being better than this, THANK YOU, we need you &lt;3 #disruptJMM"
820,"RT user261  It is very frustrating to see #JMM2021 tweets that are like ""ooh math yay"" when like...hello!? there was a coup and at…"
821,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
822,"RT user261  I'm not at JMM so if you are there and being better than this, THANK YOU, we need you &lt;3 #disruptJMM"
823,"RT user261  It is very frustrating to see #JMM2021 tweets that are like ""ooh math yay"" when like...hello!? there was a coup and at…"
824,"RT user36  Yay user184 #DisruptJMM
#JMM2021 https://t.co/L8hDJ75fQk"
825,"RT user266  ""A 30 minute conversation on racism with your BlL [Black, Indigenous, Latinx] colleague is 30 minutes for you, but ofte…"
826,RT user36  Apparently user347 and user235 have learned nothing from #DisruptJMM they can't even say anything of value against a fas…
827,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
828,RT user36  Apparently user347 and user235 have learned nothing from #DisruptJMM they can't even say anything of value against a fas…
829,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
830,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
831,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
832,RT user36  Apparently user347 and user235 have learned nothing from #DisruptJMM they can't even say anything of value against a fas…
833,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
834,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
835,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
836,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
837,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
838,RT user36  Not the #DisruptJMM i was hoping for
839,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
840,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
841,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
842,RT user36  Even experts in American racism have accepted (or haven't had time/energy to fight to unlearn) the white supremacist lie that…
843,"RT user130  2. Advertise it. Embrace it. Support it. 
3. Following up on the idea behind #disruptjmm, encourage every speaker to tak…"
844,RT user36  Even experts in American racism have accepted (or haven't had time/energy to fight to unlearn) the white supremacist lie that…
845,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
846,RT user36  Even experts in American racism have accepted (or haven't had time/energy to fight to unlearn) the white supremacist lie that…
847,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
848,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
849,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
850,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
851,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
852,RT user36  Even experts in American racism have accepted (or haven't had time/energy to fight to unlearn) the white supremacist lie that…
853,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
854,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
855,"RT user130  2. Advertise it. Embrace it. Support it. 
3. Following up on the idea behind #disruptjmm, encourage every speaker to tak…"
856,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
857,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
858,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
859,"RT user207  Yikes!
From the biggest annual meeting of mathematicians in the world.
Sense of urgency (and more!) makes you a white supr…"
860,"RT user207  Yikes!
From the biggest annual meeting of mathematicians in the world.
Sense of urgency (and more!) makes you a white supr…"
861,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
862,"RT user266  ""The only thing we should be doing is training and graduating anti-racist students...and decolonizing the mathematics c…"
863,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
864,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
865,"RT user266  ""A 30 minute conversation on racism with your BlL [Black, Indigenous, Latinx] colleague is 30 minutes for you, but ofte…"
866,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
867,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
868,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
869,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
870,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
871,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
872,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
873,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
874,"RT user266  ""The only thing we should be doing is training and graduating anti-racist students...and decolonizing the mathematics c…"
875,"RT user266  ""A 30 minute conversation on racism with your BlL [Black, Indigenous, Latinx] colleague is 30 minutes for you, but ofte…"
876,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
877,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
878,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
879,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
880,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
881,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
882,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
883,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
884,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
885,"RT user266  Dr. Erica Graham's talk ""Anti-racism in mathematics: Who, what, when, where, why, and how now"" at #JMM2021 user197 #di…"
886,RT user36  TIL there's an user347 Special Session on Mathematics in Security &amp; Defense #JMM2021 #DisruptJMM
887,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
888,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
889,RT user153  Anyone at user10 working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…
890,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
891,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
892,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
893,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
894,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
895,"RT user217  Guess it's official now! Now on to the talk (Fri 2:30 MT, 4:30 ET).
Preview of a talk in two parts:
1. Traditional inspirationa…"
896,"RT user205  I'm so excited to be giving this talk today! user262 #BLMatWAC 
#disruptJMM 
#disruptMath 
#TMWYF https://t.co/8FnbqTrj4z"
897,"RT user205  I'm so excited to be giving this talk today! user262 #BLMatWAC 
#disruptJMM 
#disruptMath 
#TMWYF"
898,"RT user205  I'm so excited to be giving this talk today! user262 #BLMatWAC 
#disruptJMM 
#disruptMath 
#TMWYF https://t.co/8FnbqTrj4z"
899,"RT user205  I'm so excited to be giving this talk today! user262 #BLMatWAC 
#disruptJMM 
#disruptMath 
#TMWYF"
900,"RT user263  user189 there was a “disruptjmm” hashtag going around at the most recent joint meeting, which I found extremely enterta…"
901,RT user36  and I'm troubled that after #DisruptJMM and #DisruptMath and in the light of #ShutDownSTEM #ShutDownAcademia #ShutDownMath user365 
902,RT user36  and I'm troubled that after #DisruptJMM and #DisruptMath and in the light of #ShutDownSTEM #ShutDownAcademia #ShutDownMath user365 
903,RT user36  and I'm troubled that after #DisruptJMM and #DisruptMath and in the light of #ShutDownSTEM #ShutDownAcademia #ShutDownMath user365 
904,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
905,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
906,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
907,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
908,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
909,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
910,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
911,RT user160  organizations of #Math have #power to help move us away from the #myth that #math is neutral. user370 user156 
912,"RT user266  Y'all, it's live and published!  Who signs in favor of various positions on diversity in mathematics and what does that…"
913,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
914,RT user205  #disruptMath #disruptMASON #disruptJMM #disruptMathfest
915,RT user74  Thanks to user36 user172 and the many others participating in #DisruptJMM that inspired me to do it! And also to user293 
916,RT user74  Thanks to user36 user172 and the many others participating in #DisruptJMM that inspired me to do it! And also to user293 
917,RT user74  Thanks to user36 user172 and the many others participating in #DisruptJMM that inspired me to do it! And also to user293 
918,RT user160  mathematics is not colorblind ... pass it on #disruptmath #disruptJMM
919,RT user160  mathematics is not colorblind ... pass it on #disruptmath #disruptJMM
920,RT user160  mathematics is not colorblind ... pass it on #disruptmath #disruptJMM
921,RT user74  Thanks to user36 user172 and the many others participating in #DisruptJMM that inspired me to do it! And also to user293 
922,RT user74  Thanks to user36 user172 and the many others participating in #DisruptJMM that inspired me to do it! And also to user293 
923,RT user74  Thanks to user36 user172 and the many others participating in #DisruptJMM that inspired me to do it! And also to user293 
924,RT user74  Thanks to user36 user172 and the many others participating in #DisruptJMM that inspired me to do it! And also to user293 
925,"RT user36  In honor of #DiversityandInclusion
I hope you will consider how you might #DisruptJMM 

Challenge for #JMM2020 https://t.co/5…"
926,"RT user282  Chaos, When the present determines the future, but the approximate present does not approximately determine the future #c…"
927,"RT user282  Chaos, When the present determines the future, but the approximate present does not approximately determine the future #c…"
928,"RT user282  Chaos, When the present determines the future, but the approximate present does not approximately determine the future #c…"
929,"RT user160  “The #future of #mathematics depends on continuing to face the challenges within our professional community, embedded…"
930,RT user184  Ran into an undergrad who brought up #DisruptJMM and how excited they were about it 🥰
931,RT user205  Is anyone planning to make #disruptmath tshirts for MathFest? #disruptJMM
932,"RT user184  user335 Reaching less than every attendee of JMM doesn't mean that #disruptJMM didn't have an impact.

We can al…"
933,"RT user143  This week's GMD newsletter!
👉https://t.co/VgmMkkv6D4

feat:
user239 user6 user191 user114 "
934,"RT user143  This week's GMD newsletter!
👉https://t.co/VgmMkkv6D4

feat:
user239 user6 user191 user114 "
935,"RT user143  This week's GMD newsletter!
👉https://t.co/VgmMkkv6D4

feat:
user239 user6 user191 user114 "
936,RT user9  “Remember that data are not neutral.” from user266 s talk on Calling Bull(shit) with R #disruptJMM https://t.co/…
937,RT user9  “Remember that data are not neutral.” from user266 s talk on Calling Bull(shit) with R #disruptJMM https://t.co/…
938,RT user266  user335 #disruptJMM organically appeared during conference presentations of those that responded to user36 
939,RT user13  user10 user251 user300 user356 user344 user203 From her (curated😂) 1st JMM experience user251 said…
940,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
941,RT user172  I hope everyone is doing the JMM Participant Survey and saying that #disruptJMM was their favorite part.
942,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
943,"RT user266  Panel answer about transgender and non-binary student support: ""There is power in being out...in a 'What are you going…"
944,RT user13  user10 user251 user300 user356 user344 user203 From her (curated😂) 1st JMM experience user251 said…
945,RT user13  user10 user251 user300 user356 user344 user203 From her (curated😂) 1st JMM experience user251 said…
946,RT user13  user10 user251 user300 user356 user344 user203 From her (curated😂) 1st JMM experience user251 said…
947,RT user13  user10 user251 user300 user356 user344 user203 From her (curated😂) 1st JMM experience user251 said…
948,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
949,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
950,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
951,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
952,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
953,"RT user246  ""Citations are not a proxy for merit.""
And many more reasons why caring about diversity in our field does NOT make you…"
954,RT user76  Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…
955,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
956,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
957,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
958,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
959,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
960,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
961,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
962,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
963,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
