,tweet_id,sourcetweet_id,text,Self-organization,Building community,Broadening the counterpublic,Creating change in math,SJEDI,bipoc,gender,lgbtq,talk support,amplification,influencers,representation,thankful,emotional support,BC impact,SO impact,hashtags,indigenous,advocacy,CC impact,SJEDI impact,belonging,learning,virtual participation,power,math practice,strategic planning,conversation,humanize,allyship in math,math experience,jmm experience,futures,disrupteverything,economic,activation,current events,celebration,troll,beyond,Pre JMM 2020,JMM 2020,Inter JMM,JMM 2021,Post JMMs
146,1218105529676910592,1218105527269392384,#DisruptJMM because the disruptions we experience in trying to do our mathematics is brushed to the side by popular white tenured mathematicians with thousands of followers can describe the overall vibe of the mathematics community as pretty positive https://t.co/OWMy5s0kxI,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
147,1218105528586391554,1218105527269392384,"#DisruptJMM because marginalized people's wish to just do math things for our sake is constantly disrupted by ""well intentioned people"" perpetuating the status quo through op-ed articles https://t.co/U7CSauQr31, 

in Twitter threads, and just walking through a convention #JMM2020",True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
156,1217991239502585857,1217977342389379073,"@qubeshub Thanks to all of you for following along and to @mathprofcarrie for this amazing presentation. If anyone wants to clarify these points, add your own thoughts, or start discussions, please feel free to (respectively). #DisruptJMM @JointMath #JMM2020",True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
157,1217990315539410957,1217988532775587840,Four times! #DisruptJMM showed up four times on her slides!,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
158,1217990241946099712,1217977342389379073,Challenge for #DisruptJMM: How might something like Calling Bull fit into your curriculum? And how might teaching this course also change you as an instructor?,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
159,1217990231695200263,1217979430548590592,"Word, word, word, word, and WORD. #DisruptJMM #JMM2020 https://t.co/PkDvVslHHJ",True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
163,1217988179615264768,1217977342389379073,"The hard stuff #DisruptJMM:
- Journey to critical studies
- What are the consequences of inaction?
It is normal to be worried that you're not ""qualified"" enough to teach on these complicated subjects. There's DataCamp for teaching R, there's nothing like that for teaching race.",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
165,1217987799359672321,1217979430548590592,Important overlaps here with the @amermathsoc panel on ethics. #DisruptJMM #JMM2020 https://t.co/CBTWYbPiHm,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
166,1217986702427422720,1217979430548590592,"It is extremely hard for white people to address race and racism in the classroom. Thus, we often bail. This is not good for anybody. #DisruptJMM #JMM2020 https://t.co/SeGq2vIH9R",False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
170,1217966261386170368,1217878475400515586,"Oh wow, awesome @mathyadriana !!
#DisruptJMM #JMM2020 https://t.co/T9seCJW7Zx",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
173,1217932857567367169,1217927619762642946,A growing list of ways to participate in #DisruptJMM and #JEDI https://t.co/XRMSVKNOu4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
174,1217927619762642946,1217860832580775943,"@ArcheyDawn @mathyadriana @diazlopezmath @xl772 @pwr2dppl @LoboWithACause @WanderingPoint @RachelleDeCoste Thanks! 1) Amplify - RT and like things with #disruptJMM 2) Contribute - If you see a talk that references #disruptJMM, tweet about it and 3) Disrupt - Talk about JEDI issues in your own session, no matter what the area of talk! I'm sure others can add ideas :)",True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
175,1217919945591402496,1217919942051409935,"""We need to stop feeling bad about promoting ourselves and our work."" - Pamela Harris #DisruptJMM",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
176,1217907783640764417,1217873393296576512,"“We need to shape Math in the way we want it to be!” - @PamHarris1128 

#JMM2020 #DisruptJMM",True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
177,1217906915746951179,1217873393296576512,.@PamHarris1128 is challenging our audience: Reach out to the closest institution to you today and ask if you can go there and give a talk on your research! Promote yourself! We decide what the math community will look like in 5 years - let’s start now! #JMM2020 #DisruptJMM,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
179,1217899209262678016,1217833038622556161,"Returned home to be met with beautiful snow that ended up cancelling the meetings I returned home for. Sitting in the comfort of our own home, sipping @NMPinonCoffee checking up on #DisruptJMM. ✊🏾 https://t.co/DZC0ClCOeo https://t.co/nXQhMivIUh",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
182,1217883027763802112,1217860832580775943,@SoledadVillar5 @mathyadriana @diazlopezmath @mathprofcarrie @xl772 @LoboWithACause @WanderingPoint @RachelleDeCoste #DisruptJMM was my call to bring #JEDI issues (justice equity diversity inclusion) to the math talks instead of them only happening in social justice sessions.,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
183,1217882418348036096,1217860832580775943,@mathyadriana @diazlopezmath @mathprofcarrie @xl772 @pwr2dppl @LoboWithACause @WanderingPoint @RachelleDeCoste I don't know what #DisruptJMM is about. But during my talk I mentioned an article about using Playboy images in signal processing papers. Does that count? https://t.co/xRQSapBRwu,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
186,1217861631662792707,1217860832580775943,"@diazlopezmath @mathprofcarrie @xl772 @pwr2dppl @LoboWithACause @WanderingPoint @RachelleDeCoste I think maybe there could be a post about the hashtag, some examples of what people have done, and then maybe invite people to comment or preview on other #disruptJMM things? I think @mathprofcarrie or @pwr2dppl could talk about the meetups that have happened too...",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
187,1217861284764553217,1217184552193363968,For #DisruptJMM @xl772 showed @ash_wee_k's tweet and reminded us that our words matter and if the idea of freedom of expression is more important than the lives of actual people then 🙄😒 https://t.co/BkRtE76Rxz,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
